timestamp,accel,HR,o2%
92976,0.163306,72,95
92977,0.163306,72,95
92978,0.163306,72,95
92979,0.163306,72,95
92980,0.163306,72,95
92981,0.163306,72,95
92982,0.163306,72,95
92983,0.163306,72,95
92984,0.163306,72,95
92985,0.163306,72,95
92986,0.163306,72,95
92987,0.163306,72,95
92988,0.163306,72,95
92989,0.163306,72,95
92991,0.16167,72,95
92992,0.16167,72,95
92993,0.16167,72,95
92994,0.16167,72,95
92995,0.16167,72,95
93000,0.16167,72,95
93001,0.16167,72,95
93002,0.16167,72,95
93003,0.16167,72,95
93004,0.16167,72,95
93005,0.16167,72,95
93006,0.16167,72,95
93007,0.16167,72,95
93008,0.16167,72,95
93009,0.16167,72,95
93010,0.16167,72,95
93012,0.161841,72,95
93013,0.161841,72,95
93014,0.161841,72,95
93015,0.161841,72,95
93016,0.161841,72,95
93017,0.161841,72,95
93018,0.161841,72,95
93019,0.161841,72,95
93029,0.161841,72,95
93030,0.161841,72,95
93031,0.161841,72,95
93033,0.1604,72,95
93034,0.1604,72,95
93035,0.1604,72,95
93036,0.1604,72,95
93037,0.1604,72,95
93038,0.1604,72,95
93039,0.1604,72,95
93040,0.1604,72,95
93041,0.1604,72,95
93042,0.1604,72,95
93043,0.1604,72,95
93044,0.1604,72,95
93045,0.1604,72,95
93046,0.1604,72,95
93047,0.1604,72,95
93048,0.1604,72,95
93049,0.1604,72,95
93055,0.159229,72,95
93056,0.159229,72,95
93057,0.159229,72,95
93058,0.159229,72,95
93059,0.159229,72,95
93060,0.159229,72,95
93061,0.159229,72,95
93062,0.159229,72,95
93063,0.159229,72,95
93064,0.159229,72,95
93065,0.159229,72,95
93066,0.159229,72,95
93067,0.159229,72,95
93068,0.159229,72,95
93069,0.159229,72,95
93070,0.159229,72,95
93071,0.159229,72,95
93072,0.159229,72,95
93073,0.159229,72,95
93075,0.158838,72,95
93084,0.158838,72,95
93085,0.158838,72,95
93086,0.158838,72,95
93087,0.158838,72,95
93088,0.158838,72,95
93089,0.158838,72,95
93090,0.158838,72,95
93091,0.158838,72,95
93092,0.158838,72,95
93093,0.158838,72,95
93094,0.158838,72,95
93096,0.159521,72,95
93097,0.159521,72,95
93098,0.159521,72,95
93099,0.159521,72,95
93100,0.159521,72,95
93101,0.159521,72,95
93102,0.159521,72,95
93103,0.159521,72,95
93109,0.159521,72,95
93110,0.159521,72,95
93111,0.159521,72,95
93112,0.159521,72,95
93113,0.159521,72,95
93114,0.159521,72,95
93115,0.159521,72,95
93117,0.159253,72,95
93118,0.159253,72,95
93119,0.159253,72,95
93120,0.159253,72,95
93121,0.159253,72,95
93122,0.159253,72,95
93123,0.159253,72,95
93124,0.159253,72,95
93125,0.159253,72,95
93126,0.159253,72,95
93127,0.159253,72,95
93128,0.159253,72,95
93129,0.159253,72,95
93142,0.157739,72,95
93143,0.157739,72,95
93144,0.157739,72,95
93145,0.157739,72,95
93146,0.157739,72,95
93147,0.157739,72,95
93148,0.157739,72,95
93149,0.157739,72,95
93150,0.157739,72,95
93151,0.157739,72,95
93152,0.157739,72,95
93153,0.157739,72,95
93154,0.157739,72,95
93155,0.157739,72,95
93156,0.157739,72,95
93158,0.156104,72,95
93159,0.156104,72,95
93160,0.156104,72,95
93161,0.156104,72,95
93162,0.156104,72,95
93167,0.156104,72,95
93168,0.156104,72,95
93169,0.156104,72,95
93170,0.156104,72,95
93171,0.156104,72,95
93172,0.156104,72,95
93173,0.156104,72,95
93174,0.156104,72,95
93175,0.156104,72,95
93176,0.156104,72,95
93177,0.156152,72,95
93178,0.156152,72,95
93179,0.156152,72,95
93180,0.156152,72,95
93181,0.156152,72,95
93182,0.156152,72,95
93183,0.156152,72,95
93184,0.156152,72,95
93185,0.156152,72,95
93195,0.156152,72,95
93196,0.156152,72,95
93197,0.157715,72,95
93198,0.157715,72,95
